trial_number,kernel,C,gamma,degree,coef0,class_weight,csp_components,fold,subject,accuracy,f1_score,roc_auc,support
1,rbf,4.3963122413897695,scale,unused,unused,balanced,6,96,96,0.42857142857142855,0.6,0.528344671201814,42
1,rbf,4.3963122413897695,scale,unused,unused,balanced,6,97,97,0.5,0.0,0.5785123966942148,44
1,rbf,4.3963122413897695,scale,unused,unused,balanced,6,98,98,0.5111111111111111,0.6666666666666666,0.5909090909090909,45
1,rbf,4.3963122413897695,scale,unused,unused,balanced,6,99,99,0.5813953488372093,0.4,0.5606060606060607,43
1,rbf,4.3963122413897695,scale,unused,unused,balanced,6,100,100,0.6111111111111112,0.5882352941176471,0.5925925925925926,36
1,rbf,4.3963122413897695,scale,unused,unused,balanced,6,101,101,0.4888888888888889,0.0,0.5869565217391304,45
1,rbf,4.3963122413897695,scale,unused,unused,balanced,6,102,102,0.8,0.7906976744186046,0.875494071146245,45
1,rbf,4.3963122413897695,scale,unused,unused,balanced,6,103,103,0.627906976744186,0.5789473684210527,0.7792207792207791,43
1,rbf,4.3963122413897695,scale,unused,unused,balanced,6,104,104,0.5348837209302325,0.6428571428571429,0.5043290043290043,43
1,rbf,4.3963122413897695,scale,unused,unused,balanced,6,105,105,0.5777777777777777,0.2962962962962963,0.5711462450592886,45
1,rbf,4.3963122413897695,scale,unused,unused,balanced,6,106,106,0.6222222222222222,0.5853658536585366,0.6884920634920635,45
1,rbf,4.3963122413897695,scale,unused,unused,balanced,6,107,107,0.5777777777777777,0.5957446808510638,0.5873015873015873,45
1,rbf,4.3963122413897695,scale,unused,unused,balanced,6,108,108,0.8444444444444444,0.8292682926829268,0.8853754940711461,45
2,linear,3.702916330962236,unused,unused,unused,balanced,6,1,1,0.7111111111111111,0.723404255319149,0.8577075098814229,45
